feature_1,feature_2,feature_3,feature_4,feature_5,cluster
2.3973713224089863,1.8893885590630524,4.362458743136574,4.71390260282185,0.1252245026479072,0
2.518150830480554,3.2184238851264206,5.644358183189212,7.907807373005866,-0.429405541125253,0
1.8126773002213312,1.812690434440656,3.712328326672553,3.300195214306328,0.1222975030322837,0
3.263370252405913,2.613947783322327,6.012881821608736,9.169505368740108,0.5432980290363879,0
1.6244204912520384,2.434048034868772,4.09981201644318,4.049467038542541,0.0488600703257043,0
1.6292658457500302,1.6274161971437944,3.4443616241496318,2.6747119009048563,0.0405916912038823,0
2.1935698172528277,0.4693758042737617,2.585566701616232,0.3496805267137347,-0.7019916878067554,0
0.6200657339895737,1.550169976607222,2.0457702402656537,1.3343340673671675,-0.6629009175509482,0
1.189735103732461,2.251397866076219,3.2632609449182524,3.0013091643097694,-1.4026052717996935,0
1.2735807395830312,0.8701570389317668,2.2933422096637166,2.1898426068488304,1.7495767431869391,0
3.1725190151372438,1.8193789596107717,5.057334540383421,5.618125227629287,-1.243863235391285,0
2.054022563750339,0.8602014510292346,2.9086655476885284,1.8764483536168,-0.6929051977959073,0
1.564493820379854,2.0887380717678927,3.681228754779729,3.392509647528378,-0.7184072655691974,0
1.0792051380621577,2.3005584146765377,3.2672146480088577,3.271501101412788,0.8949243769444413,0
1.519489048064956,1.7666450001653786,3.5307092461920178,2.636749963376529,-0.2949496782920278,0
1.5186347102164826,3.48182254760715,5.013379376021155,5.427127338495769,1.2477420726737338,0
1.9892022202096529,1.1538312568352795,3.153972956505421,2.599151952702302,-0.6734906242438685,0
2.6580359296825518,1.023325080023182,3.753937672095603,2.813339392025069,0.2789941622238019,0
2.167090876003805,0.4322639008961795,2.647455700073656,0.7135383483826593,-0.8353470532597573,0
0.9374511608812556,2.157488988695299,3.117328552004467,2.119585553490088,2.1451491277733883,0
2.5907732639963283,2.137094624951976,4.648820443403774,6.073543491885727,-1.1875984190295128,0
1.907481374089408,1.759117043528569,3.713745253331577,2.842225345668441,0.3098207102270275,0
0.8171824077060581,1.424124633284233,2.4295094906377943,1.2302544337741548,0.6337768809320985,0
1.63148898323217,2.8456977809751325,4.6117287688228,4.292664171799574,0.4137990974514982,0
2.274894631654769,0.5895678757098128,3.023781170028521,1.9387281099107807,-0.1852876588777083,0
2.259267175515836,1.6919341756669468,3.900079783539664,3.0609378938258898,-0.1298206997334261,0
1.4584623997552328,2.489341031072694,3.848842948802069,3.351149370351653,0.0438114719791096,0
2.824799617996761,2.7450240952929588,5.557245021279756,7.942748953307714,-0.1470020016284886,0
1.3286259814218893,1.7526300993190282,3.086828571969787,3.111351900394457,0.9638791167949096,0
2.265010745122851,2.780436101697888,5.154865998667833,6.264842515936713,2.2105230015913517,0
1.616660609723768,1.8514728186689464,3.2988869654212323,2.7156034125697226,-0.5574917850078336,0
1.1149320207951774,1.0430347007354634,2.310921753476702,2.1034913213707784,-1.3698029795790778,0
2.6500206579153582,3.0849920228566585,5.719211890914118,7.451285639866112,-0.0882820483512548,0
1.942391902735733,2.8028263183136195,4.7025301140546105,4.34478416715694,2.5797093376543185,0
2.2893088200381078,1.4839041963159003,3.6720025788279913,3.617122189744216,-0.8036745679697308,0
2.289116484406731,3.230429253172775,5.354060070392929,7.14380174297122,1.6391168054440677,0
1.9713391687120387,3.251714924651205,5.305371151759435,5.89961658788508,1.677700814076441,0
-0.0957960832717956,2.657522003500179,2.569057716947224,0.0995980245057442,-0.5535882417079946,0
2.069637654590537,1.760794119627306,3.7014356842437377,3.7661061688478665,0.5689830791852754,0
2.0734086212284017,0.4099448683192856,2.353845612341326,0.5679439088331846,1.628396623128538,0
1.8242624897299904,2.285690057209397,4.076374077010375,3.5295464351804515,-0.3791277409874871,0
3.182315235793213,1.585383825381082,4.9346012137032345,5.481419766230417,-0.2035803601023617,0
1.3532051176854498,1.5985943651323709,2.92584034768146,2.488326664979577,-0.5816809139486437,0
2.7323216941616595,2.263000887727748,4.845008286577597,6.133658487555928,-1.0147567306928669,0
1.576191836986369,2.410613946490685,3.96223147706846,4.722908522607947,-0.6492775450660071,0
2.077662039478432,2.774915992426312,4.825305674929976,5.230295237042692,-1.2239402667622563,0
1.4383575248981182,1.7378702827217851,2.9065391433257464,1.7369162129873306,0.034083468259226,0
1.6863134774942738,0.8291880414943051,2.5100720323367978,1.0523169348083057,-0.7699732310586418,0
2.236896221651661,2.208844217743912,4.422646986374704,4.918162276710724,0.2337859117907477,0
2.004090765313969,1.8123302932998824,3.886041695095193,3.753744129162397,-1.5558956462036273,0
0.8677034063596685,1.6634837417877129,2.716082757641916,1.3227924802449609,0.330880232214457,0
1.7258283867785844,1.3581781846227048,3.1966630743560653,2.520010163582417,0.8335289616089246,0
1.8709714306671927,2.3232406854516308,4.16732324706334,3.7209472369484455,-1.9937356425714556,0
3.5089487209684243,2.139662250265471,5.537958380359727,8.229847418410074,0.3740565698475721,0
2.2060403125782115,1.9404432673870664,4.403819560290264,4.239620482930565,1.2276689924732922,0
0.4649830277607667,1.9787888996406264,2.449693770802842,1.4787511696483584,-1.2096410186912054,0
2.048184167952821,3.970593689988229,6.020170787132344,8.303869806396115,1.6725723868377034,2
1.846111228175102,2.24123787386689,4.084936593330992,4.36595101353385,0.4190190093660452,0
1.9722305842358052,1.0650575699043745,3.0570966302169653,2.385422753453373,-0.7050118557584089,0
2.9142582516120163,2.6015464261494192,5.501368636569041,7.805432419366354,-0.055769077657706,0
2.6328255576344377,1.2724900361642089,3.847949393110623,3.671605668982071,0.5583269125217224,0
3.12223544874888,0.8785191497661753,3.946068704391016,3.407519896870894,0.0760053914124115,0
2.4694856750402163,3.752364500647983,6.2185748486666,9.364670966730362,0.5387559924463692,2
1.2075709398954493,1.5469618163177823,2.7001902790998558,2.222568013307492,-0.9206735930793662,0
2.079721092070113,1.597219476707041,3.605655990509437,3.276903187229208,0.169360824036078,0
0.7594692551470938,2.054850379844822,2.8249626577611053,2.280654295144206,-1.4137144969049802,0
1.150157029019116,2.378873944508145,3.503533251785176,2.397882437396839,-0.1112260613487003,0
1.2644606126129574,3.239947524014032,4.6548074354852575,4.9972562475040245,-0.9039076414647896,0
1.3733973661310102,1.7423507870354595,2.8506511723271686,2.372861006468621,-0.7355299425897666,0
2.650813773895736,1.0153085468528358,3.7752730059408175,1.9760063296925368,1.2360931752104374,0
2.181967947683304,3.0457142034259426,5.352290670359008,6.709702977134586,1.091310120594269,0
0.7140134123510178,2.1477070868258434,2.6543814759360465,1.1929658370575438,0.609138120907177,0
2.207906235398738,2.625458297421848,4.799095773412552,6.217087520151417,-1.092312764672579,0
1.0104394312975344,0.943634709532579,1.9169300542305343,0.6271737296015177,-0.3164084496948019,0
2.4175532524935184,2.237587738586549,4.514389821608285,5.186395798552138,1.2130976999791834,0
2.200394280276701,2.2771585675975805,4.399771179115195,4.065876321952036,0.1417169136399047,0
1.4559802227372072,2.1858029577288027,3.530725595919427,2.95633271762909,2.319329539981694,0
2.234457978638945,1.4285188655789058,3.838203888560213,1.9800257135145625,0.3933178393943718,0
3.4926196089158053,2.37906633672943,5.965253784959981,7.517222326829838,0.1920491164900316,0
1.046957202237881,2.525242886907064,3.699355598644361,3.024028555919478,-0.3091164642025014,0
1.2202546638181428,2.629667682993962,3.922089553216429,3.601764333790648,0.1335409047822823,0
2.9268764632059234,1.3434541453186315,4.157425431402832,4.144853098222016,-0.1524698363805439,0
2.7707009033954577,2.330224741549199,5.048473618316678,5.972867724960206,0.7081086766885905,0
2.657648127995592,3.517434386123158,6.2240199702415415,9.324247233556545,0.956702316794584,2
1.803689507197704,1.3970110685140082,3.0784877948225176,2.5179729361724847,-0.7859894605079495,0
1.288388456299581,1.347351772027649,2.7070400713444696,1.1567301250589372,-1.331232953557778,0
1.9383186324687167,2.272921579853315,4.187207672506219,5.157345399253488,-1.8362053731032968,0
2.221352639464015,2.661746599228819,4.845617157937874,6.351358979069139,0.5079913269125437,0
2.010401513502325,3.162827261725853,5.244324772048528,6.248070627005239,-1.1033666061738736,0
1.788274533409635,4.176135333271695,6.008836197829934,7.4815193840591965,-2.152890592952483,0
2.500533878212005,1.314273954866974,3.7787112164970713,3.390577953370321,0.3885786045309641,0
1.1432860015511102,2.385977932194548,3.6451969140820832,1.7069877356757457,2.4929995174327906,0
1.8212297717393195,2.571200395273673,4.284323834253003,4.559158017720021,-0.0060709115398933,0
2.378590099658836,1.941736869874502,4.381920530227764,4.277603970827128,0.8384907744516419,0
1.322565025545276,0.7881222202513083,2.1699973715934227,0.5415328794120136,0.081829358547565,0
1.642788038346383,2.685119035458778,4.296952429873762,4.270531286544881,-0.0988896531911426,0
2.171274995304163,1.0034089770304095,3.2072972745587847,3.0775200853146187,0.9190764829877686,0
2.138544740680945,2.3082539037830694,4.321687286825485,5.256725676725049,-0.2902745441886513,0
1.2929140510390935,2.1229800847564224,3.5082968377162063,2.459241286766346,0.2673923140719029,0
2.0465669747568,1.0856237617355011,3.1137005228480024,2.508093128457201,0.3216978061960136,0
6.286229888278626,6.448627621094587,12.68258520732131,41.2372334083969,-0.6680904536430488,1
6.866440994540222,6.843041641627923,13.814383558751832,47.44965849687617,0.9920423495365228,1
4.897864505634328,5.249739968067901,10.077170104647951,25.742330238369743,-0.1749597566954086,1
6.412028213766928,6.411028760729767,12.682210844860338,40.784228904217706,-0.7557451594928447,1
6.412038149044839,9.082185192523776,15.338560424216226,58.5844295879594,0.5365098435704035,1
6.456712408554534,6.908452512144479,13.425765915833576,44.80263375178388,-0.8984679817910373,1
6.7632014107945615,6.521113001044639,13.156271476589572,44.55119725862973,0.0281811573691282,1
5.747784604287723,6.607175376394614,12.530439398880777,38.29420680711089,-0.0091189966442035,1
5.381739828369943,5.810545114607993,10.984092002189564,31.7956184254859,1.085895565831578,1
5.611709161736718,6.065499311509058,11.84685411007478,33.770200451122854,0.4746982328799528,1
7.851726853338807,4.506187845926601,12.37901644598567,36.04005314886802,-0.0250269587451439,1
6.549008152299611,4.709827303048279,11.249164144160847,30.943497205932665,0.8177662992002871,1
5.622454507368453,6.871160477573893,12.439123076261453,39.670417634299945,1.3902075490173134,1
6.05142401527637,5.137804177656555,11.229141804368131,30.74643767741336,0.5578103063518622,1
5.427757032592026,6.543678199147741,11.967671761497282,36.38547726602589,0.0103526198433806,1
5.415706694626291,6.17316687166558,11.699203754493524,33.53101654565584,-1.3118362323501596,1
6.036457471923051,5.478719721915346,11.5265999587046,32.746349600120844,-1.0651136630753726,1
7.715155271460261,6.507135217854409,14.237320665460858,49.961615661107,-0.3052247043546676,1
4.379885930673915,6.149163451815542,10.492688161268072,26.772460833923976,-0.6095122021592831,1
5.47057082818529,6.681946667836979,12.146822933650164,36.76614548975984,-0.186971302985446,1
5.36598340925384,5.9082108468264805,11.304974432969528,31.964779126462226,0.0566499248971071,1
6.403989823184366,6.692604155336097,12.9255771392548,42.57251889940448,0.5296927543567308,1
5.039762874355379,5.732399011327241,10.63734334347205,28.87775442214802,-0.0704987780590912,1
5.620043751071235,5.477336613941031,11.171706774414538,31.8540065889989,0.4865016438262019,1
7.412363392224877,6.323985368768764,13.753435304806438,47.73944922547769,0.0644744148101202,1
4.991292836531963,6.734289557643821,11.707184060540516,33.83097306303663,-1.9754665663538715,1
7.697724957610107,6.825972208440918,14.525540559357564,52.563458367952734,-0.9393353938187544,1
4.784504027236789,5.612612741706998,10.431874939479954,26.91358392937678,-0.1440875557216154,1
7.013528919349298,5.433864427504975,12.393417378823337,38.41732429249477,-1.2096947428411076,1
6.355055542516983,6.61970724274347,12.89693231272022,41.5572109202375,0.5999287299962045,1
5.258455622737534,5.95237971515056,11.23041986339786,31.17163631309063,1.5307508323436974,1
3.4069861279447418,5.180489886932568,8.489638737115808,16.815565143798487,1.2187618516973169,2
5.797945478885472,5.00177345442812,10.84054420888504,29.19962134781353,-0.213442870930208,1
7.3059290431453086,4.8558868976314935,11.991557580353016,35.80036308548607,1.490726136849952,1
5.6479644106424125,6.104592461828873,11.855472436203849,34.23692773473574,0.1486674572021115,1
7.153018631252893,4.851310279056449,12.051588658550646,35.48850619372447,-0.3370859711180393,1
6.930531001723968,6.008186448815669,12.964320423971026,41.02703961615367,-0.6134026635409398,1
5.214793079161639,6.369682779410617,11.682744956966808,32.48439023442065,-0.3024696864881283,1
6.159247756458776,5.519826498272964,11.845621699178,34.11020488480944,-0.3881768185412287,1
6.055841667992016,5.691749122510592,11.84902779700442,34.99188065116271,0.1704162223754877,1
6.090813876200999,6.529704539616837,12.436430992684672,40.61317886311982,0.1605739810498646,1
7.268813452916282,5.009747600938521,12.150603357181232,36.185478625982526,0.0030460201534144,1
7.706426699725013,4.438329760381999,12.082274602337444,34.7430033843076,0.4369381697463498,1
5.878571923971533,6.470653765187661,12.351834794180276,38.01894931902252,1.190646274786341,1
6.2247934941880265,5.501840384143525,11.778399780378464,34.16150657930716,0.9495541354413236,1
5.83350219971418,5.605599252272934,11.366527070671768,33.14210553759366,-1.4848979684499035,1
5.528508194444631,6.67968167761682,12.226866548509156,37.25483633019295,-2.553921134901955,1
6.285612388772038,5.445672323791476,11.655746419328182,33.44118934512459,0.9343199112392736,1
6.7196799003466,6.245839616701288,12.904367736748693,42.7083131079991,-1.366878698415421,1
6.650289695071168,6.503703073538889,13.013326658925234,43.941555206832085,-0.2247654018926835,1
5.336803991262342,5.551855167842424,10.796335834493677,29.316381467897145,-1.1701130260593595,1
6.597834884098609,6.488296212346772,12.950962635883748,43.00660885490512,-1.80198043758002,1
